88,0,0,1,2,1,0,0,0,0,1,0,1,2,0,1,0,21
89,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,30
90,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,2,19
91,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,12
92,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,16
93,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,11
94,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,21
95,1,0,0,1,2,0,1,1,1,1,1,1,0,0,0,0,13
96,0,1,0,1,2,0,1,1,1,1,1,1,0,0,0,0,16
97,1,0,0,1,2,0,1,1,1,1,2,1,0,0,0,0,26
98,0,0,1,1,2,0,1,1,1,1,2,1,0,0,0,0,16
99,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,13
100,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,30
101,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,21
102,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,16
103,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,15
104,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,20
105,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,28
106,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,15
107,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,13
108,1,0,0,0,1,0,0,0,1,1,2,0,0,1,0,1,20
109,1,0,0,0,1,0,0,0,1,1,2,0,0,1,0,2,24
110,0,0,1,0,1,0,0,0,1,1,2,0,0,1,0,2,20
111,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,21
112,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,24
113,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,21
114,1,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,13
115,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,1,21
116,1,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,15
117,0,0,1,2,2,2,0,0,0,0,0,0,0,0,1,1,21
118,0,1,0,2,2,2,0,0,0,0,0,0,0,0,1,1,33
119,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,1,14
120,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,1,18
121,0,0,1,0,2,0,0,0,0,0,1,0,0,1,2,0,12
122,1,0,0,0,2,0,0,1,0,0,1,0,0,1,2,0,23
123,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,8
124,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,7
125,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,9
126,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,7
127,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,14
128,1,0,0,0,1,1,2,1,0,0,1,0,0,0,1,0,22
129,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,8
130,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,12
131,1,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,30
132,0,1,0,2,0,0,0,0,1,0,1,1,0,0,1,1,20
133,0,1,0,2,0,0,0,0,1,0,1,1,0,0,1,1,21
134,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,1,21
135,0,0,1,0,0,2,0,0,0,2,1,0,0,0,1,0,13
136,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,16
137,1,0,0,0,1,2,0,0,0,2,2,0,0,0,1,0,24
138,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0,0,20
139,0,1,0,1,1,0,1,0,0,1,0,0,0,2,0,0,12
140,1,0,0,1,1,0,1,0,0,1,0,0,0,2,1,0,22
141,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,16
142,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,12
143,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,15
144,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,20
145,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,21
146,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,29
147,1,0,0,0,0,0,1,1,0,0,1,0,1,1,2,0,22
148,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2,0,20
149,1,0,0,0,1,0,1,1,0,0,1,0,1,1,2,0,22
150,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,20
151,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,18
152,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,19
153,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,2,30
154,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,2,19
155,0,1,0,0,0,0,0,1,2,0,0,0,0,2,1,0,20
156,0,0,1,0,0,0,0,1,2,0,0,0,0,2,1,0,11
157,0,0,1,0,0,0,0,1,2,0,0,0,0,2,1,0,20
158,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,14
159,1,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,15
160,1,0,0,0,1,1,2,1,1,0,0,0,0,0,1,1,20
161,0,1,0,0,1,1,2,1,1,0,0,0,0,0,1,1,9
162,0,1,0,0,1,1,2,1,1,0,0,0,0,0,1,1,11
163,0,1,0,0,1,1,2,1,1,0,0,0,0,0,1,1,18
164,1,0,0,0,1,1,3,1,1,0,0,0,0,0,1,1,22
165,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,13
166,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,17
167,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,23
168,0,1,0,1,1,1,0,0,0,2,0,0,0,1,0,0,18
169,1,0,0,1,1,1,0,0,0,2,1,0,0,1,0,0,20
170,1,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,22
171,0,0,1,1,1,1,1,0,0,2,1,0,0,1,0,0,20
172,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,11
173,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,30
174,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,20
175,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,8
176,1,0,0,0,1,1,0,0,1,0,0,0,0,2,1,1,30
177,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,17
178,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,17
179,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,14
180,1,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,23
181,0,1,0,0,1,0,1,1,0,2,0,0,1,0,0,0,15
182,0,0,1,0,1,0,1,1,0,2,0,0,1,0,0,0,14
183,1,0,0,0,1,0,1,1,1,2,0,0,1,0,0,0,21
184,1,0,0,0,1,0,1,1,1,2,0,0,1,1,0,0,31
185,0,1,0,0,0,1,0,1,0,0,1,0,0,1,2,0,15
186,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2,0,18
187,1,0,0,0,0,1,0,1,0,0,1,0,0,2,2,0,25
188,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,25
189,1,0,0,1,1,2,1,0,1,0,1,1,0,0,0,0,14
190,0,1,0,1,1,2,1,0,1,0,1,1,0,0,0,0,13
191,0,0,1,1,1,2,1,0,1,0,1,1,0,0,0,0,13
192,1,0,0,1,0,1,2,0,1,0,0,1,1,0,0,0,13
193,0,1,0,1,0,1,2,0,1,0,0,1,1,0,0,0,21
194,0,1,0,1,0,1,2,0,1,0,0,1,1,0,0,0,16
195,0,0,1,1,0,1,2,0,1,0,0,1,1,0,0,0,13
196,0,0,1,1,0,1,2,0,1,0,0,1,1,0,0,0,16
197,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,10
198,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,21
199,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,2,10
200,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,2,28
201,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,14
202,1,0,0,1,0,0,0,0,2,0,1,1,0,1,0,1,26
203,0,1,0,1,0,0,0,0,2,0,1,1,0,1,0,1,12
204,0,0,1,1,0,0,0,0,2,0,1,1,0,1,0,1,12
205,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,12
206,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,6
207,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,18
208,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,12
209,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,22
210,1,0,0,0,1,1,0,0,3,0,0,0,0,1,1,0,22
211,0,0,1,0,1,1,0,0,3,0,0,0,0,1,1,0,16
212,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1,13
213,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1,6
214,1,0,0,0,1,1,0,1,2,0,1,0,0,0,0,1,15
215,1,0,0,0,1,1,0,1,2,1,1,0,0,0,0,1,19
216,1,0,0,0,1,2,0,1,2,1,1,0,0,0,0,1,18
217,0,0,1,0,1,2,0,1,2,1,1,0,0,0,0,1,19
218,0,0,1,0,1,2,0,1,2,1,1,0,0,0,0,1,18
219,0,0,1,1,0,1,2,0,0,0,2,0,0,0,0,0,12
220,1,0,0,1,0,1,3,0,0,0,2,0,0,0,0,0,15
221,0,1,0,1,0,1,3,0,0,0,2,0,0,0,0,0,20
222,1,0,0,1,0,1,3,0,0,0,2,0,0,1,0,0,30
223,1,0,0,0,1,0,0,0,0,1,1,1,2,0,1,0,28
224,1,0,0,0,1,0,0,0,0,1,2,1,2,0,1,0,25
225,1,0,0,1,1,1,1,0,0,2,0,0,0,0,1,0,15
226,1,0,0,1,1,1,2,0,0,2,0,0,0,0,1,0,18
227,1,0,0,1,1,1,2,0,0,2,0,0,1,0,1,0,25
228,1,0,0,1,1,2,2,0,0,2,0,0,1,0,1,0,21
229,0,1,0,1,1,2,2,0,0,2,0,0,1,0,1,0,27
230,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,19
231,1,0,0,0,1,1,2,1,0,0,0,0,2,1,0,0,23
232,0,0,1,0,1,1,2,1,0,0,0,0,2,1,0,0,19
233,0,1,0,1,0,0,0,0,2,1,0,0,0,0,2,0,16
234,0,1,0,1,0,0,0,0,2,1,0,0,0,0,2,0,16
235,1,0,0,1,0,0,0,0,2,2,0,0,0,0,2,0,23
236,0,1,0,1,0,0,0,0,2,2,0,0,0,0,2,0,16
237,0,1,0,1,0,0,0,0,2,2,0,0,0,0,2,0,17
238,1,0,0,1,1,0,0,0,2,2,0,0,0,0,2,0,19
239,1,0,0,1,1,0,0,0,2,2,0,0,0,1,2,0,29
240,0,0,1,0,2,0,1,0,0,0,2,0,1,0,0,0,10
241,0,1,0,0,2,0,1,0,0,0,2,0,1,0,0,0,16
242,0,1,0,0,2,0,1,0,0,0,2,0,1,0,0,0,18
243,1,0,0,0,2,0,1,0,0,0,3,0,1,0,0,0,26
244,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,20
245,1,0,0,1,0,1,1,0,0,2,0,0,1,0,1,0,17
246,0,1,0,1,0,1,1,0,0,2,0,0,1,0,1,0,17
247,1,0,0,1,0,1,1,0,0,2,0,0,2,0,1,0,30
248,0,1,0,1,0,1,1,0,0,2,0,0,2,0,1,0,17
249,1,0,0,1,0,1,1,0,0,3,0,0,2,0,1,0,24
250,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,12
251,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,12
252,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,12
253,1,0,0,0,0,0,1,1,0,0,0,1,1,2,0,1,30
254,0,1,0,0,0,0,1,1,0,0,0,1,1,2,0,1,15
255,1,0,0,0,0,0,1,1,0,1,0,1,1,2,0,1,22
256,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,13
257,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,25
258,1,0,0,0,1,0,1,0,0,0,1,1,0,2,0,1,21
259,1,0,0,0,1,0,1,0,0,0,1,1,1,2,0,1,24
260,1,0,0,0,1,0,1,0,1,0,1,1,1,2,0,1,27
261,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,2,30
262,0,0,1,1,0,0,0,0,1,0,0,2,0,0,1,2,19
263,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,14
264,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,15
265,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,9
266,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,7
267,1,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,18
268,0,1,0,1,1,1,1,2,0,0,1,0,0,0,0,0,8
269,0,0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,17
270,0,1,0,1,1,1,1,2,0,0,1,0,0,0,0,0,5
271,1,0,0,1,1,1,1,2,0,0,2,0,0,0,0,0,13
272,1,0,0,1,1,1,1,2,0,0,2,0,1,0,0,0,23
273,0,1,0,0,1,0,1,0,0,0,2,0,0,0,2,0,12
274,1,0,0,0,1,0,1,0,0,0,2,1,0,0,2,0,19
275,1,0,0,0,1,0,1,0,0,0,2,2,0,0,2,0,21
276,1,0,0,0,1,0,1,1,0,0,2,2,0,0,2,0,24
277,0,0,1,0,1,0,1,1,0,0,2,2,0,0,2,0,21
278,0,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,5
279,0,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,12
280,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,16
281,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,15
282,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,19
283,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,19
284,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,23
285,0,1,0,0,0,0,0,0,1,1,0,1,0,2,1,1,15
286,1,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,25
287,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,12
288,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,21
289,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,13
290,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,13
291,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,1,19
292,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,20
293,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,19
294,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,19
295,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,1,19
296,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,18
297,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,15
298,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,15
299,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,15
300,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,28
301,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,3,15
302,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,1,15
303,1,0,0,0,1,0,1,2,1,1,0,0,0,0,0,1,13
304,0,0,1,0,1,0,1,2,1,1,0,0,0,0,0,1,15
305,0,0,1,0,1,0,1,2,1,1,0,0,0,0,0,1,13
306,1,0,0,0,1,0,1,0,1,1,0,1,0,2,0,0,17
307,1,0,0,0,1,0,1,0,1,2,0,1,0,2,0,0,21
308,0,0,1,0,1,0,1,0,1,2,0,1,0,2,0,0,17
309,1,0,0,0,1,0,1,0,2,2,0,1,0,2,0,0,27
310,1,0,0,0,0,0,0,0,1,2,0,1,0,2,0,1,23
311,0,1,0,0,0,0,0,0,1,2,0,1,0,2,0,1,16
312,0,0,1,0,0,0,0,0,1,2,0,1,0,2,0,1,16
313,0,0,1,0,1,0,2,2,0,1,0,0,0,0,0,0,8
314,1,0,0,0,1,0,2,2,0,1,0,0,1,0,0,0,20
315,0,1,0,0,1,0,2,2,0,1,0,0,1,0,0,0,14
316,0,1,0,0,1,0,2,2,0,1,0,0,1,0,0,0,13
317,0,0,1,0,1,0,2,2,0,1,0,0,1,0,0,0,13
318,1,0,0,0,0,1,2,0,1,1,0,1,0,0,1,0,20
319,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,8
320,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,20
321,0,0,1,0,0,2,1,0,0,0,0,1,0,2,0,0,13
322,0,0,1,0,0,2,1,0,0,0,0,1,0,2,0,0,20
323,0,1,0,1,0,2,0,0,0,0,0,2,0,0,1,0,20
324,0,1,0,1,0,2,0,0,0,0,0,2,0,0,1,0,14
325,0,0,1,1,0,2,0,0,0,0,0,2,0,0,1,0,18
326,1,0,0,1,0,2,0,0,0,0,0,2,1,0,1,0,24
327,0,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,11
328,1,0,0,0,1,0,0,2,1,2,1,0,0,0,0,0,17
329,0,1,0,0,1,0,0,2,1,2,1,0,0,0,0,0,13
330,0,1,0,0,1,0,0,2,1,2,1,0,0,0,0,0,13
331,0,1,0,0,1,0,0,2,1,2,1,0,0,0,0,0,13
332,1,0,0,0,2,0,0,2,1,2,1,0,0,0,0,0,17
333,0,0,1,0,2,0,0,2,1,2,1,0,0,0,0,0,13
334,0,1,0,0,2,0,0,2,1,2,1,0,0,0,0,0,22
335,0,0,1,2,1,0,0,0,0,0,1,1,0,1,0,0,10
336,1,0,0,2,1,0,0,0,1,0,1,1,0,1,0,0,27
337,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,5
338,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,25
339,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,15
340,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,19
341,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,23
342,0,0,1,0,0,1,0,2,1,0,0,2,0,0,0,0,14
343,1,0,0,0,0,1,0,2,1,0,0,3,0,0,0,0,24
344,0,1,0,1,2,0,0,0,0,0,1,0,0,1,1,0,4
345,1,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,23
346,0,0,1,1,3,0,0,0,0,0,1,0,0,1,1,0,4
347,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,10
348,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,16
349,1,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,26
350,0,0,1,1,2,0,0,0,0,1,0,1,0,0,1,0,12
351,0,1,0,1,2,0,0,0,0,1,0,1,0,0,1,0,12
352,0,1,0,1,2,0,0,0,0,1,0,1,0,0,1,0,4
353,1,0,0,1,2,0,0,0,0,1,1,1,0,0,1,0,12
354,1,0,0,1,2,0,0,0,0,1,1,1,0,1,1,0,22
355,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0,19
356,0,0,1,0,0,0,0,1,1,0,0,1,2,0,1,0,20
357,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0,20
358,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0,20
359,1,0,0,0,0,0,0,1,1,1,0,1,2,0,1,0,27
360,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,7
361,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,13
362,0,0,1,0,1,0,0,2,1,0,1,0,0,1,0,0,10
363,0,0,1,0,1,0,0,2,1,0,1,0,0,1,0,0,16
364,1,0,0,0,0,1,1,1,1,1,0,2,1,1,1,1,29
365,1,0,0,0,0,1,1,1,1,1,0,2,1,1,1,2,26
366,0,0,1,0,0,1,1,1,1,1,0,2,1,1,1,2,15
367,0,0,1,0,0,1,1,1,1,1,0,2,1,1,1,2,13
368,0,1,0,1,2,0,1,0,1,0,1,0,1,1,0,2,12
369,0,1,0,1,2,0,1,0,1,0,1,0,1,1,0,2,12
370,0,0,1,1,2,0,1,0,1,0,1,0,1,1,0,2,17
371,1,0,0,1,2,0,1,0,1,0,1,0,2,1,0,2,24
372,0,0,1,1,2,0,1,0,1,0,1,0,2,1,0,2,12
373,0,0,1,1,2,0,1,0,1,0,1,0,2,1,0,2,12
374,0,1,0,2,0,1,1,0,0,1,1,0,1,1,0,2,17
375,1,0,0,2,0,1,1,0,0,1,1,0,1,2,0,2,25
376,0,0,1,2,0,1,1,0,0,1,1,0,1,2,0,2,19
377,0,1,0,2,0,1,1,0,0,1,1,0,1,2,0,2,21
378,1,0,0,2,0,1,1,0,0,1,1,0,1,3,0,2,27
379,0,0,1,2,0,1,1,0,0,1,1,0,1,3,0,2,21
380,1,0,0,1,1,2,0,1,1,0,1,1,1,0,2,0,21
381,0,0,1,1,1,2,0,1,1,0,1,1,1,0,2,0,12
382,0,1,0,1,1,2,0,1,1,0,1,1,1,0,2,0,14
383,0,0,1,1,1,2,0,1,1,0,1,1,1,0,2,0,13
384,0,1,0,1,1,2,0,1,1,0,1,1,1,0,2,0,16
385,0,0,1,1,1,2,0,1,1,0,1,1,1,0,2,0,16
386,0,0,1,1,1,2,0,1,1,0,1,1,1,0,2,0,16
387,0,1,0,0,2,1,0,1,0,2,1,1,0,0,1,1,16
